Original Entry,Title,Year,Format,TMDB Search JSON,TMDB ID,TMDB Rating,Genre,Poster Path,Cover URL,Cover Image,Runtime (min),Overview,Release Date,Watched?,My Rating (1-5),Notes,TMDB Source URL,Match Status
Spider-Man 2 (2004),Spider-Man 2,2004,Blu-ray,,558,7.308,"Action, Adventure, Science Fiction",/aGuvNAaaZuWXYQQ6N2v7DeuP6mB.jpg,https://image.tmdb.org/t/p/w342/aGuvNAaaZuWXYQQ6N2v7DeuP6mB.jpg,,127,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...",2004-06-25,Watched,3,,https://www.themoviedb.org/movie/558,Matched
Spider-Man 3 (2007),Spider-Man 3,2007,Blu-ray,,559,6.46,"Action, Adventure, Science Fiction",/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,https://image.tmdb.org/t/p/w342/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,,139,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",2007-05-01,Watched,4,,https://www.themoviedb.org/movie/559,Matched
Stan Helsing (2009),Stan Helsing,2009,Blu-ray,,23988,4.216,"Comedy, Horror",/qDlmKahejt0NoQzw65tnLayEhHZ.jpg,https://image.tmdb.org/t/p/w342/qDlmKahejt0NoQzw65tnLayEhHZ.jpg,,90,"A spoof on many horror movie series. Ending his shift at the video rental, Stan's picked up by his BFF and 2 cute girls, all going to a Halloween party. Will they even get there?",2009-10-23,Watched,4,,https://www.themoviedb.org/movie/23988,Matched
Star Wars: Episode I - The Phantom Menace (1999),Star Wars: Episode I - The Phantom Menace,1999,Blu-ray,,1893,6.577,"Adventure, Action, Science Fiction",/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg,https://image.tmdb.org/t/p/w342/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg,,136,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",1999-05-19,Watched,5,,https://www.themoviedb.org/movie/1893,Matched
Star Wars: Episode II - Attack of the Clones (2002),Star Wars: Episode II - Attack of the Clones,2002,Blu-ray,,1894,6.594,"Adventure, Action, Science Fiction",/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,https://image.tmdb.org/t/p/w342/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,,142,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot into the heart of the Separatist movement and the beginning of the Clone Wars.",2002-05-15,Watched,4,,https://www.themoviedb.org/movie/1894,Matched
Star Wars: Episode III - Revenge of the Sith (2005),Star Wars: Episode III - Revenge of the Sith,2005,Blu-ray,,1895,7.467,"Adventure, Action, Science Fiction",/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg,https://image.tmdb.org/t/p/w342/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg,,140,"When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker must choose a side.",2005-05-17,Watched,4,,https://www.themoviedb.org/movie/1895,Matched
Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode IV - A New Hope,1977,Blu-ray,,11,8.205,"Adventure, Action, Science Fiction",/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,https://image.tmdb.org/t/p/w342/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,,121,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,1977-05-25,Watched,4,,https://www.themoviedb.org/movie/11,Matched
Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode V - The Empire Strikes Back,1980,Blu-ray,,1891,8.4,"Adventure, Action, Science Fiction",/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,https://image.tmdb.org/t/p/w342/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,,124,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",1980-05-20,Watched,5,,https://www.themoviedb.org/movie/1891,Matched
Star Wars: Episode VI - Return of the Jedi (1983),Star Wars: Episode VI - Return of the Jedi,1983,Blu-ray,,1892,7.908,"Adventure, Action, Science Fiction",/jQYlydvHm3kUix1f8prMucrplhm.jpg,https://image.tmdb.org/t/p/w342/jQYlydvHm3kUix1f8prMucrplhm.jpg,,132,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, the Emperor prepares to crush the Rebellion with a more powerful Death Star, and the Rebel fleet mounts a massive attack on the space station. Luke Skywalker confronts Darth Vader in a final climactic duel before the evil Emperor.",1983-05-25,Unwatched,,,https://www.themoviedb.org/movie/1892,Matched
The Strangers (2008),The Strangers,2008,Blu-ray,,10665,6.123,Horror,/gwsg4qFmLOvlhwXj4OZuxfFUdP0.jpg,https://image.tmdb.org/t/p/w342/gwsg4qFmLOvlhwXj4OZuxfFUdP0.jpg,,86,"After a 4 a.m. knock at the door and haunting voices, Kristen McKay and James Hoyt’s remote getaway becomes a psychological night of terror as three masked strangers invade. Now they must go far beyond what they thought themselves capable of if they hope to survive.",2008-05-29,Watched,5,,https://www.themoviedb.org/movie/10665,Matched
The Substance (2024),The Substance,2024,Blu-ray,,933260,7.135,"Horror, Science Fiction, Thriller",/lqoMzCcZYEFK729d6qzt349fB4o.jpg,https://image.tmdb.org/t/p/w342/lqoMzCcZYEFK729d6qzt349fB4o.jpg,,141,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",2024-09-07,Watched,4,,https://www.themoviedb.org/movie/933260,Matched
Summer of 84 (2018),Summer of 84,2018,Blu-ray,,470229,6.9,"Drama, Horror, Mystery",/zastd8zM2ftOJpC7Y6gRFqAB7r.jpg,https://image.tmdb.org/t/p/w342/zastd8zM2ftOJpC7Y6gRFqAB7r.jpg,,106,"After suspecting that their police officer neighbor is a serial killer, a group of teenage friends spend their summer spying on him and gathering evidence, but as they get closer to discovering the truth, things get dangerous.",2018-08-10,Watched,4,,https://www.themoviedb.org/movie/470229,Matched
Super 8 (2011),Super 8,2011,Blu-ray,,37686,6.776,"Thriller, Science Fiction, Mystery",/pUWIjaMMYJjeBm5bJyE3mIXdQ62.jpg,https://image.tmdb.org/t/p/w342/pUWIjaMMYJjeBm5bJyE3mIXdQ62.jpg,,112,"In late 1970s Ohio, a group of friends filming a homemade zombie movie witness a devastating train derailment. Soon after, their quiet town is gripped by unexplained disappearances, strange phenomena, and a growing sense of fear, as they uncover that something terrifying has been set loose.",2011-06-09,Watched,5,,https://www.themoviedb.org/movie/37686,Matched
The Super Mario Galaxy Movie (2026),The Super Mario Galaxy Movie,2026,Blu-ray,,1226863,8.019,"Family, Comedy, Adventure, Fantasy, Animation",/eJGWx219ZcEMVQJhAgMiqo8tYY.jpg,https://image.tmdb.org/t/p/w342/eJGWx219ZcEMVQJhAgMiqo8tYY.jpg,,98,"Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.",2026-04-01,Watched,4,,https://www.themoviedb.org/movie/1226863,Matched
Superbad (2007),Superbad,2007,Blu-ray,,8363,7.3,Comedy,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,https://image.tmdb.org/t/p/w342/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,,113,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,2007-08-17,Watched,3,,https://www.themoviedb.org/movie/8363,Matched
Superman (2025),Superman,2025,Blu-ray,,1061474,7.344,"Science Fiction, Adventure, Action",/ldyfo0BKmz5rWtJJKCvwaNS4cJT.jpg,https://image.tmdb.org/t/p/w342/ldyfo0BKmz5rWtJJKCvwaNS4cJT.jpg,,130,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",2025-07-09,Watched,3,,https://www.themoviedb.org/movie/1061474,Matched
Taken 2 (2012),Taken 2,2012,Blu-ray,,82675,6.366,"Action, Crime, Thriller",/yzAlcuJhpnxRPjaj7AHBRbNPQCJ.jpg,https://image.tmdb.org/t/p/w342/yzAlcuJhpnxRPjaj7AHBRbNPQCJ.jpg,,91,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",2012-09-27,Watched,4,,https://www.themoviedb.org/movie/82675,Matched
The Taking of Deborah Logan (2014),The Taking of Deborah Logan,2014,Blu-ray,,297608,6.5,"Horror, Mystery, Thriller",/77i7EBUyQKOUiZeYQ5tWDGQb0AI.jpg,https://image.tmdb.org/t/p/w342/77i7EBUyQKOUiZeYQ5tWDGQb0AI.jpg,,90,"What starts as a poignant medical documentary about Deborah Logan's descent into Alzheimer's disease and her daughter's struggles as caregiver degenerates into a maddening portrayal of dementia at its most frightening, as hair-raising events begin to plague the family and crew and an unspeakable malevolence threatens to tear the very fabric of sanity from them all.",2014-10-21,Watched,4,,https://www.themoviedb.org/movie/297608,Matched
Talk to Me (2022),Talk to Me,2022,Blu-ray,,1118584,,Drama,/9t7gUKSxXjvQpgHdC7VUhJ1BTBK.jpg,https://image.tmdb.org/t/p/w342/9t7gUKSxXjvQpgHdC7VUhJ1BTBK.jpg,,21,"Farid, who works abroad, locks himself on the last day of his stay in Beirut in his son Rawad's room, to find what he is hiding there. Separated by a locked door, the dysfunctional dynamic between them intensifies, and the past resurfaces.",2022-10-24,Watched,5,,https://www.themoviedb.org/movie/1118584,Matched
Tangled (2010),Tangled,2010,Blu-ray,,38757,7.611,"Animation, Family, Adventure",/ym7Kst6a4uodryxqbGOxmewF235.jpg,https://image.tmdb.org/t/p/w342/ym7Kst6a4uodryxqbGOxmewF235.jpg,,100,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",2010-11-24,Watched,3,,https://www.themoviedb.org/movie/38757,Matched
Team America: World Police (2004),Team America: World Police,2004,Blu-ray,,3989,6.73,"Adventure, Action, Comedy",/m1Q2VFe1DVVbjfu1LDZe7tlp9yb.jpg,https://image.tmdb.org/t/p/w342/m1Q2VFe1DVVbjfu1LDZe7tlp9yb.jpg,,98,"When North Korean ruler Kim Jong-il orchestrates a global terrorist plot, it's up to the heavily armed, highly specialized Team America unit to stop his dastardly scheme. The group, which has recruited troubled Broadway actor Gary Johnston, not only has to face off against Jong-il, but they must also contend with the Film Actors Guild, a cadre of Hollywood liberals at odds with Team America's 'policing the world' tactics.",2004-10-10,Watched,4,,https://www.themoviedb.org/movie/3989,Matched
Ted 2 (2015),Ted 2,2015,Blu-ray,,214756,6.322,"Comedy, Fantasy",/38C91I7Xft0gyY7BITm8i4yvuRb.jpg,https://image.tmdb.org/t/p/w342/38C91I7Xft0gyY7BITm8i4yvuRb.jpg,,115,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",2015-06-25,Watched,1,,https://www.themoviedb.org/movie/214756,Matched
Tenacious D in The Pick of Destiny (2006),Tenacious D in The Pick of Destiny,2006,Blu-ray,,2179,6.782,"Comedy, Music, Fantasy, Adventure",/7NmDIj5I1OFOZfYFnS3uWtM7WMO.jpg,https://image.tmdb.org/t/p/w342/7NmDIj5I1OFOZfYFnS3uWtM7WMO.jpg,,93,"In Venice Beach, naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat, so they set out to steal what could be the answer to their prayers... a magical guitar pick housed in a rock-and-roll museum some 300 miles away.",2006-11-22,Watched,5,,https://www.themoviedb.org/movie/2179,Matched
Terminator 3: Rise of the Machines (2003),Terminator 3: Rise of the Machines,2003,Blu-ray,,296,6.192,"Action, Thriller, Science Fiction",/vvevzdYIrk2636maNW4qeWmlPFG.jpg,https://image.tmdb.org/t/p/w342/vvevzdYIrk2636maNW4qeWmlPFG.jpg,,109,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",2003-07-02,Watched,4,,https://www.themoviedb.org/movie/296,Matched
Terrified (2017),Terrified,2017,Blu-ray,,489430,6.72,Horror,/eMP4F0POBgrB4icn6XgYeLLIrld.jpg,https://image.tmdb.org/t/p/w342/eMP4F0POBgrB4icn6XgYeLLIrld.jpg,,88,Police commissioner Funes and three researchers of supernatural phenomena investigate inexplicable events that are occurring in the suburbs of Buenos Aires.,2018-05-03,Watched,4,,https://www.themoviedb.org/movie/489430,Matched
Terrifier (2016),Terrifier,2016,Blu-ray,,420634,6.311,Horror,/fjXqhGmaeQpB73WerhrYU6HlyV5.jpg,https://image.tmdb.org/t/p/w342/fjXqhGmaeQpB73WerhrYU6HlyV5.jpg,,84,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.,2018-01-25,Watched,4,,https://www.themoviedb.org/movie/420634,Matched
Terrifier 2 (2022),Terrifier 2,2022,Blu-ray,,663712,6.667,Horror,/qEAlwXbYk6IHA4ztoS2XFFaa7Xo.jpg,https://image.tmdb.org/t/p/w342/qEAlwXbYk6IHA4ztoS2XFFaa7Xo.jpg,,138,"A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",2022-10-06,Watched,4,,https://www.themoviedb.org/movie/663712,Matched
Terrifier 3 (2024),Terrifier 3,2024,Blu-ray,,1034541,6.786,Horror,/ju10W5gl3PPK3b7TjEmVOZap51I.jpg,https://image.tmdb.org/t/p/w342/ju10W5gl3PPK3b7TjEmVOZap51I.jpg,,125,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",2024-10-09,Watched,3,,https://www.themoviedb.org/movie/1034541,Matched
Terror in the Aisles (1984),Terror in the Aisles,1984,Blu-ray,,47894,6.131,"Horror, Documentary",/iFmaJ7mAwFJpx5gv6vUMvRKCeFm.jpg,https://image.tmdb.org/t/p/w342/iFmaJ7mAwFJpx5gv6vUMvRKCeFm.jpg,,84,A non-stop roller coaster ride through the scariest moments of the greatest terror films of all time.,1984-10-26,Watched,3,,https://www.themoviedb.org/movie/47894,Matched
The Texas Chain Saw Massacre (1974),The Texas Chain Saw Massacre,1974,Blu-ray,,30497,7.28,Horror,/mpgkRPH1GNkMCgdPk2OMyHzAks7.jpg,https://image.tmdb.org/t/p/w342/mpgkRPH1GNkMCgdPk2OMyHzAks7.jpg,,83,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way, they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.",1974-10-11,Unwatched,,,https://www.themoviedb.org/movie/30497,Matched
The Texas Chainsaw Massacre (2003),The Texas Chainsaw Massacre,2003,Blu-ray,,9373,6.3,Horror,/781px1eOtfVt1RdIsL4Dt1s3x7R.jpg,https://image.tmdb.org/t/p/w342/781px1eOtfVt1RdIsL4Dt1s3x7R.jpg,,98,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",2003-05-21,Unwatched,,,https://www.themoviedb.org/movie/9373,Matched
That's My Boy (2012),That's My Boy,2012,Blu-ray,,87428,5.801,Comedy,/oaLhdRsZ5Mq8VfZtA4Wlvjzzn0X.jpg,https://image.tmdb.org/t/p/w342/oaLhdRsZ5Mq8VfZtA4Wlvjzzn0X.jpg,,116,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.",2012-06-14,Watched,4,,https://www.themoviedb.org/movie/87428,Matched
Thor: The Dark World (2013),Thor: The Dark World,2013,Blu-ray,,76338,6.5,"Action, Adventure, Fantasy",/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,https://image.tmdb.org/t/p/w342/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,,112,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",2013-10-30,Watched,5,,https://www.themoviedb.org/movie/76338,Matched
Tomorrowland (2015),Tomorrowland,2015,Blu-ray,,158852,6.3,"Adventure, Family, Mystery, Science Fiction",/kziYpr5Nfw60P0My8aj1sgCEqed.jpg,https://image.tmdb.org/t/p/w342/kziYpr5Nfw60P0My8aj1sgCEqed.jpg,,130,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",2015-05-19,Watched,4,,https://www.themoviedb.org/movie/158852,Matched
Trick 'r Treat (2007),Trick 'r Treat,2007,Blu-ray,,23202,6.984,"Horror, Fantasy, Comedy",/w0nmol4g7n6MFfhfphV7GzHHYjB.jpg,https://image.tmdb.org/t/p/w342/w0nmol4g7n6MFfhfphV7GzHHYjB.jpg,,82,"Four interwoven stories that occur on Halloween: an everyday high school principal has a secret life as a serial killer; a college virgin might have just met the one guy for her; a group of teenagers pull a mean prank, and a bitter old recluse receives an uninvited guest.",2007-12-09,Unwatched,,,https://www.themoviedb.org/movie/23202,Matched
Tropic Thunder (2008),Tropic Thunder,2008,Blu-ray,,7446,6.713,"Action, Comedy, Adventure, War",/zAurB9mNxfYRoVrVjAJJwGV3sPg.jpg,https://image.tmdb.org/t/p/w342/zAurB9mNxfYRoVrVjAJJwGV3sPg.jpg,,107,"A group of self-absorbed actors set out to make the most expensive war film ever. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys.",2008-08-09,Unwatched,,,https://www.themoviedb.org/movie/7446,Matched
Tucker & Dale vs. Evil (2010),Tucker & Dale vs. Evil,2010,Blu-ray,,46838,7.392,"Comedy, Horror",/8shwLEDzajJGSfLgbpac8x8xn1U.jpg,https://image.tmdb.org/t/p/w342/8shwLEDzajJGSfLgbpac8x8xn1U.jpg,,89,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",2010-01-22,Watched,4,,https://www.themoviedb.org/movie/46838,Matched
The Unborn (2009),The Unborn,2009,Blu-ray,,13788,5.2,"Horror, Thriller, Mystery",/42H2aaD5UubsHyWt6zfrFMRP8y1.jpg,https://image.tmdb.org/t/p/w342/42H2aaD5UubsHyWt6zfrFMRP8y1.jpg,,87,A young woman fights the spirit that is slowly taking possession of her.,2009-01-09,Watched,5,,https://www.themoviedb.org/movie/13788,Matched
Upstream Color (2013),Upstream Color,2013,Blu-ray,,145197,6.344,"Drama, Science Fiction",/tQ4IWxSYIgZVWnQwLCG8r6sUraU.jpg,https://image.tmdb.org/t/p/w342/tQ4IWxSYIgZVWnQwLCG8r6sUraU.jpg,,96,"A man and woman are drawn together, entangled in the lifecycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives.",2013-04-05,Unwatched,,,https://www.themoviedb.org/movie/145197,Matched
Urban Legends: Bloody Mary (2005),Urban Legends: Bloody Mary,2005,Blu-ray,,10292,4.937,"Horror, Mystery",/Avlo5JZOBXWx4oymtkXfCaomV5Y.jpg,https://image.tmdb.org/t/p/w342/Avlo5JZOBXWx4oymtkXfCaomV5Y.jpg,,93,"On a prom-night dare, a trio of high school friends chant an incantation, unleashing an evil spirit from the past with deadly consequences.",2005-07-19,Unwatched,,,https://www.themoviedb.org/movie/10292,Matched
Us (2019),Us,2019,Blu-ray,,458723,6.9,"Horror, Mystery",/ux2dU1jQ2ACIMShzB3yP93Udpzc.jpg,https://image.tmdb.org/t/p/w342/ux2dU1jQ2ACIMShzB3yP93Udpzc.jpg,,116,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",2019-03-14,Unwatched,,,https://www.themoviedb.org/movie/458723,Matched
V/H/S/2 (2013),V/H/S/2,2013,Blu-ray,,159117,6.194,"Horror, Thriller",/o4hcWsHaHaNQ9BBReOxLvYJNRhA.jpg,https://image.tmdb.org/t/p/w342/o4hcWsHaHaNQ9BBReOxLvYJNRhA.jpg,,96,"Inside a darkened house looms a column of TVs littered with VHS tapes, a pagan shrine to forgotten analog gods. The screens crackle and pop endlessly with monochrome vistas of static white noise permeating the brain and fogging concentration. But you must fight the urge to relax: this is no mere movie night. Those obsolete spools contain more than just magnetic tape. They are imprinted with the very soul of evil.",2013-06-06,Unwatched,,,https://www.themoviedb.org/movie/159117,Matched
V/H/S/85 (2023),V/H/S/85,2023,Blu-ray,,1032948,5.661,"Horror, Thriller",/aM3wnZTKEuPLDwxuMWcHDibOkiw.jpg,https://image.tmdb.org/t/p/w342/aM3wnZTKEuPLDwxuMWcHDibOkiw.jpg,,111,"Unveiled through a made-for-TV documentary, five chilling tales of found footage horror emerge to take viewers on a gore-filled journey through the grim underbelly of the forgotten 1980s.",2023-11-23,Unwatched,,,https://www.themoviedb.org/movie/1032948,Matched
V/H/S/94 (2021),V/H/S/94,2021,Blu-ray,,753453,6.126,"Horror, Thriller",/9fSogEkqDfJQTuGHsTFloQz3Tw8.jpg,https://image.tmdb.org/t/p/w342/9fSogEkqDfJQTuGHsTFloQz3Tw8.jpg,,103,"After the discovery of a mysterious VHS tape, a brutish police SWAT team launches a high-intensity raid on a remote warehouse, only to discover a sinister cult compound whose collection of pre-recorded material uncovers a nightmarish conspiracy.",2021-09-26,Watched,4,,https://www.themoviedb.org/movie/753453,Matched
V/H/S/99 (2022),V/H/S/99,2022,Blu-ray,,1005776,5.876,"Horror, Thriller",/1bOMmFtnykBmvhFcx8zdXO6bCAa.jpg,https://image.tmdb.org/t/p/w342/1bOMmFtnykBmvhFcx8zdXO6bCAa.jpg,,109,"A thirsty teenager's home video leads to a series of horrifying revelations, harkening back to the final punk rock analog days of VHS, while taking one giant leap forward into the hellish new millennium.",2022-09-15,Watched,3,,https://www.themoviedb.org/movie/1005776,Matched
V/H/S/Beyond (2024),V/H/S/Beyond,2024,Blu-ray,,1190868,6.567,"Horror, Science Fiction, Thriller",/wXaf6VGNHIGU7qivapGOF7o4o4N.jpg,https://image.tmdb.org/t/p/w342/wXaf6VGNHIGU7qivapGOF7o4o4N.jpg,,114,"The infinite playground of forbidden worlds and dangerous lifeforms offered by the sci-fi horror genre will lead to the biggest, maddest, bloodiest V/H/S ever.",2024-09-20,Unwatched,,,https://www.themoviedb.org/movie/1190868,Matched
Vacancy (2007),Vacancy,2007,Blu-ray,,10294,6.27,"Horror, Thriller",/9nlJVsbebi1onTwGyJ3UHDNttID.jpg,https://image.tmdb.org/t/p/w342/9nlJVsbebi1onTwGyJ3UHDNttID.jpg,,85,"A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.",2007-04-20,Unwatched,,,https://www.themoviedb.org/movie/10294,Matched
A Very Harold & Kumar Christmas (2011),A Very Harold & Kumar Christmas,2011,Blu-ray,,55465,6,Comedy,/cncxLilRHKayn8VKhzjAMHkbN4f.jpg,https://image.tmdb.org/t/p/w342/cncxLilRHKayn8VKhzjAMHkbN4f.jpg,,90,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",2011-11-04,Unwatched,,,https://www.themoviedb.org/movie/55465,Matched
Videodrome (1983),Videodrome,1983,Blu-ray,,837,7.249,"Horror, Science Fiction, Mystery",/qqqkiZSU9EBGZ1KiDmfn07S7qvv.jpg,https://image.tmdb.org/t/p/w342/qqqkiZSU9EBGZ1KiDmfn07S7qvv.jpg,,88,"As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.",1983-02-04,Watched,3,,https://www.themoviedb.org/movie/837,Matched
The Wailing (2016),The Wailing,2016,Blu-ray,,293670,7.378,"Horror, Mystery",/RbymxgEM5SpDfO2Io2JMFG10Vi.jpg,https://image.tmdb.org/t/p/w342/RbymxgEM5SpDfO2Io2JMFG10Vi.jpg,,156,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,2016-05-12,Unwatched,,,https://www.themoviedb.org/movie/293670,Matched
War for the Planet of the Apes (2017),War for the Planet of the Apes,2017,Blu-ray,,281338,7.217,"Drama, Science Fiction, War",/3vYhLLxrTtZLysXtIWktmd57Snv.jpg,https://image.tmdb.org/t/p/w342/3vYhLLxrTtZLysXtIWktmd57Snv.jpg,,140,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",2017-07-11,Watched,4,,https://www.themoviedb.org/movie/281338,Matched
The Watch (2012),The Watch,2012,Blu-ray,,80035,5.595,"Comedy, Action, Science Fiction",/gwfgYA9wGpV4QLB0LrcexwfwC19.jpg,https://image.tmdb.org/t/p/w342/gwfgYA9wGpV4QLB0LrcexwfwC19.jpg,,102,"Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood – and the world – from total extermination.",2012-07-26,Watched,4,,https://www.themoviedb.org/movie/80035,Matched
